"","JULDAY","TIME","D0cm","D1.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"116",135,1140,10.8003330230713,12.1428279876709,14.0869073867798,13.9495029449463,13.3458385467529,12.7437582015991,12.0880641937256,12.0294742584229,11.9177618026733,7.7416672706604
"117",135,1200,9.54967021942139,10.9085941314697,13.3746004104614,13.6422872543335,13.3042640686035,12.8219289779663,12.1462659835815,12.0302934646606,11.9104328155518,7.7416672706604
"118",135,1260,9.20172119140625,10.191445350647,12.7866983413696,13.2978248596191,13.1945924758911,12.8516569137573,12.2015733718872,12.0321521759033,11.9031496047974,7.7416672706604
"119",135,1320,8.50570011138916,9.74586868286133,12.3096981048584,12.9649925231934,13.0456066131592,12.8380832672119,12.2503786087036,12.03493309021,11.8959178924561,7.7416672706604
"120",135,1380,8.20150947570801,9.37972640991211,11.9135799407959,12.6582355499268,12.8784151077271,12.7909097671509,12.2902231216431,12.0384540557861,11.8887367248535,7.7416672706604
"121",166,0,17.4543991088867,17.4543991088867,17.4543991088867,17.4543991088867,17.4543991088867,17.4543991088867,17.4543991088867,17.4543991088867,17.4543991088867,7.7416672706604
"122",166,60,13.3214693069458,14.5901021957397,16.9816970825195,17.3689270019531,17.4426574707031,17.4534473419189,17.4543857574463,17.45432472229,17.4357738494873,7.7416672706604
"123",166,120,13.099684715271,14.1842460632324,16.5235500335693,17.1514110565186,17.3762016296387,17.441125869751,17.4538688659668,17.4540920257568,17.4172534942627,7.7416672706604
"124",166,180,12.9755697250366,13.987455368042,16.2066249847412,16.9250545501709,17.2687034606934,17.4072608947754,17.4513416290283,17.4536933898926,17.3988418579102,7.7416672706604
"125",166,240,12.9048376083374,13.8503360748291,15.9675588607788,16.7217388153076,17.1459350585938,17.3532733917236,17.445140838623,17.4530658721924,17.3805332183838,7.7416672706604
"126",166,300,13.1698141098022,13.8630475997925,15.7896451950073,16.5451622009277,17.0214557647705,17.2852993011475,17.4342136383057,17.4521369934082,17.3623294830322,7.7416672706604
"127",166,360,14.2747058868408,14.5069675445557,15.7307081222534,16.4078598022461,16.9039421081543,17.2096176147461,17.4182167053223,17.4508152008057,17.3442268371582,7.7416672706604
"128",166,420,16.0596313476562,15.8260173797607,15.8906126022339,16.3512554168701,16.8086929321289,17.1331043243408,17.3974266052246,17.4490127563477,17.3262176513672,7.7416672706604
"129",166,480,18.7276859283447,17.5621871948242,16.2918376922607,16.4132633209229,16.7579460144043,17.0655174255371,17.3728122711182,17.446647644043,17.3083057403564,7.7416672706604
"130",166,540,21.370584487915,19.5891952514648,16.9092197418213,16.6105098724365,16.7712860107422,17.0188102722168,17.3461933135986,17.4436798095703,17.2904872894287,7.7416672706604
"131",166,600,23.9353885650635,21.6068515777588,17.6865081787109,16.9385108947754,16.8603534698486,17.0045642852783,17.3202304840088,17.440113067627,17.2727584838867,7.7416672706604
"132",166,660,26.0158138275146,23.3889579772949,18.540563583374,17.3724498748779,17.0265216827393,17.0315132141113,17.2981433868408,17.4360122680664,17.2551174163818,7.7416672706604
"133",166,720,27.6359977722168,24.7113704681396,19.3819637298584,17.8726234436035,17.2605876922607,17.1037368774414,17.2833156585693,17.4315032958984,17.2375602722168,7.7416672706604
"134",166,780,27.9826335906982,25.4995441436768,20.1218585968018,18.3911094665527,17.5445213317871,17.2198371887207,17.2787742614746,17.4267768859863,17.2200870513916,7.7416672706604
"135",166,840,27.8679618835449,25.5239791870117,20.6800384521484,18.8760967254639,17.8537425994873,17.3730449676514,17.2867965698242,17.4220809936523,17.2026958465576,7.7416672706604
"136",166,900,26.3187847137451,24.9208927154541,20.9926109313965,19.2774772644043,18.1596145629883,17.5519065856934,17.3085346221924,17.4176788330078,17.1853885650635,7.7416672706604
"137",166,960,24.4755382537842,23.6128463745117,21.028450012207,19.5541858673096,18.432954788208,17.7414951324463,17.3437938690186,17.4138431549072,17.1681652069092,7.7416672706604
"138",166,1020,21.7370491027832,21.8850498199463,20.7843017578125,19.6784572601318,18.6475715637207,17.925163269043,17.3909912109375,17.4108142852783,17.1510257720947,7.7416672706604
